disease,state,year,weeks_reporting,count,population
Measles,Virginia,1957,50,4946,3776485.0
Measles,Virginia,1958,49,21533,3839453.0
Measles,Virginia,1959,48,13801,3902809.0
Measles,Virginia,1960,51,7396,3966949.0
Measles,Virginia,1961,50,11709,4032201.0
Measles,Virginia,1962,51,9660,4098525.0
Measles,Virginia,1963,47,7377,4165780.0
Measles,Virginia,1964,51,11973,4233813.0
Measles,Virginia,1965,52,4117,4302462.0
Measles,Virginia,1966,51,2256,4371553.0
Measles,Virginia,1967,52,2346,4440903.0
Measles,Virginia,1968,51,433,4510316.0
Measles,Virginia,1969,50,934,4579585.0
Measles,Virginia,1970,51,2466,4648494.0
Measles,Virginia,1971,51,1563,4716888.0
Measles,Virginia,1972,44,77,4784911.0
Measles,Virginia,1973,49,435,4852796.0
Measles,Virginia,1974,47,43,4920790.0
Measles,Virginia,1975,50,43,4989154.0
Measles,Virginia,1976,50,856,5058168.0
Measles,Virginia,1977,48,2676,5128123.0
Measles,Virginia,1978,49,2648,5199330.0
Measles,Virginia,1979,49,320,5272114.0
Measles,Virginia,1980,48,358,5346818.0
Measles,Virginia,1981,33,13,5423715.0
Measles,Virginia,1982,48,8,5502729.0
Measles,Virginia,1983,42,21,5583684.0
Measles,Virginia,1984,41,4,5666393.0
Measles,Virginia,1985,43,28,5750657.0
Measles,Virginia,1986,34,51,5836264.0
Measles,Virginia,1987,28,1,5922986.0
Measles,Virginia,1988,38,212,6010582.0
Measles,Virginia,1989,33,25,6098796.0
Measles,Virginia,1990,45,75,6187358.0
Measles,Virginia,1991,40,21,6276031.0
Measles,Virginia,1992,42,15,6364773.0
Measles,Virginia,1993,0,0,6453592.0
Measles,Virginia,1994,46,2,6542496.0
Measles,Virginia,1995,0,0,6631499.0
Measles,Virginia,1996,30,1,6720613.0
Measles,Virginia,1997,25,2,6809854.0
Measles,Virginia,1998,36,0,6899238.0
Measles,Virginia,1999,36,18,6988785.0
Measles,Virginia,2000,24,2,7078515.0
Measles,Virginia,2001,20,1,7168459.0
Measles,Virginia,2002,0,0,7258685.0
Measles,Virginia,2003,0,0,7349269.0
Measles,Washington,1928,52,5348,1522219.0
Measles,Washington,1929,52,3866,1544172.0
Measles,Washington,1930,52,9904,1563396.0
Measles,Washington,1931,51,3121,1579207.0
Measles,Washington,1932,50,10009,1592292.0
Measles,Washington,1933,51,2481,1603725.0
Measles,Washington,1934,51,7628,1614623.0
Measles,Washington,1935,52,8560,1626134.0
Measles,Washington,1936,50,7665,1639440.0
Measles,Washington,1937,51,1737,1655767.0
Measles,Washington,1938,52,1909,1676398.0
Measles,Washington,1939,51,19868,1702707.0
Measles,Washington,1940,48,16005,1736191.0
Measles,Washington,1941,48,2116,1778078.0
Measles,Washington,1942,50,12276,1827948.0
Measles,Washington,1943,47,15510,1884913.0
Measles,Washington,1944,47,5524,1947996.0
Measles,Washington,1945,48,6436,2016085.0
Measles,Washington,1946,51,11753,2087893.0
Measles,Washington,1947,50,1413,2161927.0
Measles,Washington,1948,44,10876,2236465.0
Measles,Washington,1949,52,12644,2309543.0
Measles,Washington,1950,49,3404,2378963.0
Measles,Washington,1951,48,17776,2442804.0
Measles,Washington,1952,49,5973,2501026.0
Measles,Washington,1953,49,11667,2554187.0
Measles,Washington,1954,50,21574,2602965.0
Measles,Washington,1955,48,11068,2648142.0
Measles,Washington,1956,51,12842,2690592.0
Measles,Washington,1957,51,16735,2731267.0
Measles,Washington,1958,49,10654,2771191.0
Measles,Washington,1959,48,14457,2811455.0
Measles,Washington,1960,49,13023,2853214.0
Measles,Washington,1961,51,8685,2897471.0
Measles,Washington,1962,50,20714,2944397.0
Measles,Washington,1963,47,4933,2993942.0
Measles,Washington,1964,50,19978,3046057.0
Measles,Washington,1965,52,7587,3100686.0
Measles,Washington,1966,51,5096,3157768.0
Measles,Washington,1967,52,5679,3217235.0
Measles,Washington,1968,52,598,3279015.0
Measles,Washington,1969,50,56,3343024.0
Measles,Washington,1970,49,678,3409169.0
Measles,Washington,1971,49,1142,3477326.0
Measles,Washington,1972,50,987,3547263.0
Measles,Washington,1973,49,888,3618704.0
Measles,Washington,1974,47,79,3691346.0
Measles,Washington,1975,52,300,3764862.0
Measles,Washington,1976,50,387,3838897.0
Measles,Washington,1977,47,481,3913069.0
Measles,Washington,1978,49,429,3986966.0
Measles,Washington,1979,50,1039,4060150.0
Measles,Washington,1980,50,173,4132156.0
Measles,Washington,1981,31,4,4202665.0
Measles,Washington,1982,46,37,4272055.0
Measles,Washington,1983,42,31,4340912.0
Measles,Washington,1984,48,172,4409870.0
Measles,Washington,1985,40,89,4479602.0
Measles,Washington,1986,43,214,4550828.0
Measles,Washington,1987,36,48,4624310.0
Measles,Washington,1988,33,7,4700862.0
Measles,Washington,1989,35,52,4781348.0
Measles,Washington,1990,37,329,4866692.0
Measles,Washington,1991,37,77,4957590.0
Measles,Washington,1992,0,0,5053591.0
Measles,Washington,1993,0,0,5153900.0
Measles,Washington,1994,0,0,5257654.0
Measles,Washington,1995,41,21,5363915.0
Measles,Washington,1996,47,51,5471663.0
Measles,Washington,1997,23,15,5579793.0
Measles,Washington,1998,26,0,5687112.0
Measles,Washington,1999,0,0,5792342.0
Measles,Washington,2000,20,0,5894121.0
Measles,Washington,2001,28,0,5991319.0
Measles,Washington,2002,0,0,6084016.0
Measles,Washington,2003,0,0,6172643.0
Measles,West Virginia,1928,52,3323,1680235.0
Measles,West Virginia,1929,51,6527,1705429.0
Measles,West Virginia,1930,52,2733,1729205.0
Measles,West Virginia,1931,52,5070,1751308.0
Measles,West Virginia,1932,52,10476,1771815.0
Measles,West Virginia,1933,51,5315,1790901.0
Measles,West Virginia,1934,52,4105,1808755.0
Measles,West Virginia,1935,51,10870,1825578.0
Measles,West Virginia,1936,44,1144,1841583.0
Measles,West Virginia,1937,50,1995,1856989.0
Measles,West Virginia,1938,50,10881,1872030.0
Measles,West Virginia,1939,51,1856,1886942.0
Measles,West Virginia,1940,48,574,1901974.0
Measles,West Virginia,1941,48,11165,1917274.0
Measles,West Virginia,1942,50,5564,1932565.0
Measles,West Virginia,1943,47,2330,1947457.0
Measles,West Virginia,1944,47,8484,1961544.0
Measles,West Virginia,1945,48,1361,1974413.0
Measles,West Virginia,1946,47,2568,1985639.0
Measles,West Virginia,1947,47,2705,1994794.0
Measles,West Virginia,1948,38,5611,2001447.0
Measles,West Virginia,1949,52,3637,2005173.0
Measles,West Virginia,1950,50,5881,2005552.0
Measles,West Virginia,1951,48,4509,2002299.0
Measles,West Virginia,1952,49,5289,1995621.0
Measles,West Virginia,1953,48,5972,1985856.0
Measles,West Virginia,1954,51,9755,1973353.0
Measles,West Virginia,1955,49,3839,1958465.0
Measles,West Virginia,1956,51,10903,1941544.0
Measles,West Virginia,1957,50,3411,1922941.0
Measles,West Virginia,1958,49,12125,1902998.0
Measles,West Virginia,1959,47,7538,1882050.0
Measles,West Virginia,1960,49,3528,1860421.0
Measles,West Virginia,1961,51,7842,1838502.0
Measles,West Virginia,1962,51,9970,1816991.0
Measles,West Virginia,1963,47,12505,1796634.0
Measles,West Virginia,1964,51,9321,1778141.0
Measles,West Virginia,1965,52,14872,1762200.0
Measles,West Virginia,1966,51,5564,1749477.0
Measles,West Virginia,1967,52,1496,1740635.0
Measles,West Virginia,1968,52,362,1736343.0
Measles,West Virginia,1969,51,242,1737298.0
Measles,West Virginia,1970,51,349,1744237.0
Measles,West Virginia,1971,51,575,1757602.0
Measles,West Virginia,1972,49,279,1776420.0
Measles,West Virginia,1973,51,226,1799353.0
Measles,West Virginia,1974,50,234,1825021.0
Measles,West Virginia,1975,52,220,1851977.0
Measles,West Virginia,1976,52,212,1878690.0
Measles,West Virginia,1977,49,267,1903537.0
Measles,West Virginia,1978,51,885,1924819.0
Measles,West Virginia,1979,51,89,1940779.0
Measles,West Virginia,1980,42,35,1949644.0
Measles,West Virginia,1981,42,12,1950183.0
Measles,West Virginia,1982,44,2,1943276.0
Measles,West Virginia,1983,1,1,1930383.0
Measles,West Virginia,1984,0,0,1912990.0
Measles,West Virginia,1985,37,47,1892575.0
Measles,West Virginia,1986,36,2,1870576.0
Measles,West Virginia,1987,0,0,1848374.0
Measles,West Virginia,1988,40,6,1827291.0
Measles,West Virginia,1989,31,53,1808587.0
Measles,West Virginia,1990,39,6,1793477.0
Measles,West Virginia,1991,0,0,1782845.0
Measles,West Virginia,1992,0,0,1776378.0
Measles,West Virginia,1993,0,0,1773494.0
Measles,West Virginia,1994,24,36,1773638.0
Measles,West Virginia,1995,0,0,1776274.0
Measles,West Virginia,1996,0,0,1780874.0
Measles,West Virginia,1997,1,1,1786913.0
Measles,West Virginia,1998,0,0,1793862.0
Measles,West Virginia,1999,0,0,1801186.0
Measles,West Virginia,2000,0,0,1808344.0
Measles,West Virginia,2001,0,0,1814887.0
Measles,West Virginia,2002,0,0,1820780.0
Measles,West Virginia,2003,0,0,1826090.0
Measles,Wisconsin,1928,52,3642,2885694.0
Measles,Wisconsin,1929,52,29825,2913225.0
Measles,Wisconsin,1930,52,22082,2939006.0
Measles,Wisconsin,1931,52,15146,2962864.0
Measles,Wisconsin,1932,52,28255,2984994.0
Measles,Wisconsin,1933,52,9651,3005691.0
Measles,Wisconsin,1934,52,40706,3025264.0
Measles,Wisconsin,1935,52,43453,3044033.0
Measles,Wisconsin,1936,50,3900,3062325.0
Measles,Wisconsin,1937,50,2055,3080478.0
Measles,Wisconsin,1938,52,72746,3098835.0
Measles,Wisconsin,1939,50,23975,3117751.0
Measles,Wisconsin,1940,48,20007,3137587.0
Measles,Wisconsin,1941,48,31184,3158678.0
Measles,Wisconsin,1942,50,23870,3181216.0
Measles,Wisconsin,1943,47,38898,3205364.0
Measles,Wisconsin,1944,47,41957,3231289.0
Measles,Wisconsin,1945,48,4903,3259165.0
Measles,Wisconsin,1946,52,42237,3289177.0
Measles,Wisconsin,1947,50,12454,3321517.0
Measles,Wisconsin,1948,44,30693,3356385.0
Measles,Wisconsin,1949,52,39712,3393996.0
Measles,Wisconsin,1950,51,18796,3434575.0
Measles,Wisconsin,1951,48,32948,3478264.0
Measles,Wisconsin,1952,49,39581,3524811.0
Measles,Wisconsin,1953,49,40911,3573855.0
Measles,Wisconsin,1954,52,10448,3625011.0
Measles,Wisconsin,1955,49,51103,3677874.0
Measles,Wisconsin,1956,52,26782,3732014.0
Measles,Wisconsin,1957,50,37181,3786974.0
Measles,Wisconsin,1958,47,64000,3842268.0
Measles,Wisconsin,1959,47,14972,3897383.0
Measles,Wisconsin,1960,51,43191,3951777.0
Measles,Wisconsin,1961,51,37401,4004968.0
Measles,Wisconsin,1962,51,14793,4056816.0
Measles,Wisconsin,1963,48,58107,4107272.0
Measles,Wisconsin,1964,51,15425,4156286.0
Measles,Wisconsin,1965,52,20407,4203815.0
Measles,Wisconsin,1966,51,31459,4249813.0
Measles,Wisconsin,1967,52,2131,4294241.0
Measles,Wisconsin,1968,52,1384,4337060.0
Measles,Wisconsin,1969,51,671,4378235.0
Measles,Wisconsin,1970,51,1384,4417731.0
Measles,Wisconsin,1971,51,3942,4455510.0
Measles,Wisconsin,1972,50,3455,4491500.0
Measles,Wisconsin,1973,51,1361,4525620.0
Measles,Wisconsin,1974,50,637,4557793.0
Measles,Wisconsin,1975,52,1472,4587941.0
Measles,Wisconsin,1976,52,4096,4615990.0
Measles,Wisconsin,1977,49,2107,4641866.0
Measles,Wisconsin,1978,51,1557,4665500.0
Measles,Wisconsin,1979,51,647,4686822.0
Measles,Wisconsin,1980,48,1479,4705767.0
Measles,Wisconsin,1981,28,6,4722410.0
Measles,Wisconsin,1982,1,1,4737376.0
Measles,Wisconsin,1983,0,0,4751438.0
Measles,Wisconsin,1984,35,32,4765381.0
Measles,Wisconsin,1985,45,58,4779997.0
Measles,Wisconsin,1986,42,279,4796090.0
Measles,Wisconsin,1987,32,146,4814473.0
Measles,Wisconsin,1988,0,0,4835977.0
Measles,Wisconsin,1989,22,316,4861451.0
Measles,Wisconsin,1990,46,657,4891769.0
Measles,Wisconsin,1991,37,7,4927545.0
Measles,Wisconsin,1992,0,0,4968242.0
Measles,Wisconsin,1993,9,0,5013015.0
Measles,Wisconsin,1994,40,2,5060999.0
Measles,Wisconsin,1995,34,0,5111299.0
Measles,Wisconsin,1996,35,1,5162987.0
Measles,Wisconsin,1997,5,0,5215094.0
Measles,Wisconsin,1998,1,0,5266615.0
Measles,Wisconsin,1999,0,0,5316503.0
Measles,Wisconsin,2000,0,0,5363675.0
Measles,Wisconsin,2001,0,0,5407258.0
Measles,Wisconsin,2002,0,0,5447341.0
Measles,Wisconsin,2003,0,0,5484273.0
Measles,Wyoming,1928,35,500,220376.0
Measles,Wyoming,1929,43,696,223016.0
Measles,Wyoming,1930,35,772,225565.0
Measles,Wyoming,1931,41,139,228039.0
Measles,Wyoming,1932,45,557,230458.0
Measles,Wyoming,1933,50,573,232845.0
Measles,Wyoming,1934,47,2254,235223.0
Measles,Wyoming,1935,52,2217,237616.0
Measles,Wyoming,1936,39,138,240051.0
Measles,Wyoming,1937,42,170,242553.0
Measles,Wyoming,1938,51,889,245149.0
Measles,Wyoming,1939,51,3458,247869.0
Measles,Wyoming,1940,48,990,250742.0
Measles,Wyoming,1941,48,944,253795.0
Measles,Wyoming,1942,50,1596,257038.0
Measles,Wyoming,1943,47,2691,260476.0
Measles,Wyoming,1944,47,1763,264115.0
Measles,Wyoming,1945,48,377,267960.0
Measles,Wyoming,1946,46,1011,272018.0
Measles,Wyoming,1947,46,440,276297.0
Measles,Wyoming,1948,41,2167,280803.0
Measles,Wyoming,1949,49,558,285544.0
Measles,Wyoming,1950,42,609,290529.0
Measles,Wyoming,1951,44,2193,295744.0
Measles,Wyoming,1952,47,681,301083.0
Measles,Wyoming,1953,46,1443,306410.0
Measles,Wyoming,1954,44,1148,311578.0
Measles,Wyoming,1955,41,555,316430.0
Measles,Wyoming,1956,41,1999,320803.0
Measles,Wyoming,1957,38,218,324526.0
Measles,Wyoming,1958,45,1365,327426.0
Measles,Wyoming,1959,40,900,329329.0
Measles,Wyoming,1960,33,694,330066.0
Measles,Wyoming,1961,35,484,329572.0
Measles,Wyoming,1962,29,476,328162.0
Measles,Wyoming,1963,23,329,326250.0
Measles,Wyoming,1964,32,286,324243.0
Measles,Wyoming,1965,52,751,322538.0
Measles,Wyoming,1966,51,235,321526.0
Measles,Wyoming,1967,48,207,321596.0
Measles,Wyoming,1968,52,55,323145.0
Measles,Wyoming,1969,2,8,326595.0
Measles,Wyoming,1970,34,11,332416.0
Measles,Wyoming,1971,46,85,340985.0
Measles,Wyoming,1972,34,51,352081.0
Measles,Wyoming,1973,45,72,365309.0
Measles,Wyoming,1974,40,17,380233.0
Measles,Wyoming,1975,27,3,396342.0
Measles,Wyoming,1976,32,4,413027.0
Measles,Wyoming,1977,39,25,429572.0
Measles,Wyoming,1978,0,0,445144.0
Measles,Wyoming,1979,25,2,458809.0
Measles,Wyoming,1980,0,0,469557.0
Measles,Wyoming,1981,11,1,476591.0
Measles,Wyoming,1982,13,0,480117.0
Measles,Wyoming,1983,0,0,480671.0
Measles,Wyoming,1984,0,0,478860.0
Measles,Wyoming,1985,14,5,475320.0
Measles,Wyoming,1986,0,0,470694.0
Measles,Wyoming,1987,0,0,465612.0
Measles,Wyoming,1988,0,0,460682.0
Measles,Wyoming,1989,0,0,456486.0
Measles,Wyoming,1990,0,0,453588.0
Measles,Wyoming,1991,21,3,452414.0
Measles,Wyoming,1992,39,1,452883.0
Measles,Wyoming,1993,0,0,454802.0
Measles,Wyoming,1994,0,0,457989.0
Measles,Wyoming,1995,0,0,462267.0
Measles,Wyoming,1996,19,1,467464.0
Measles,Wyoming,1997,1,3,473401.0
Measles,Wyoming,1998,0,0,479897.0
Measles,Wyoming,1999,0,0,486758.0
Measles,Wyoming,2000,0,0,493782.0
Measles,Wyoming,2001,0,0,500794.0
Measles,Wyoming,2002,0,0,507765.0
Measles,Wyoming,2003,0,0,514708.0
Mumps,Alabama,1968,44,548,3386068.0
Mumps,Alabama,1969,37,234,3412450.0
Mumps,Alabama,1970,51,392,3444165.0
Mumps,Alabama,1971,51,1025,3481798.0
Mumps,Alabama,1972,50,849,3524543.0
Mumps,Alabama,1973,49,755,3571209.0
Mumps,Alabama,1974,50,613,3620548.0
Mumps,Alabama,1975,52,453,3671246.0
Mumps,Alabama,1976,52,389,3721914.0
Mumps,Alabama,1977,50,288,3771085.0
Mumps,Alabama,1978,51,437,3817217.0
Mumps,Alabama,1979,51,28,3858703.0
Mumps,Alabama,1980,47,34,3893888.0
Mumps,Alabama,1981,42,19,3921581.0
Mumps,Alabama,1982,46,10,3942588.0
Mumps,Alabama,1983,27,2,3958271.0
Mumps,Alabama,1984,44,5,3970041.0
Mumps,Alabama,1985,15,1,3979341.0
Mumps,Alabama,1986,44,4,3987637.0
Mumps,Alabama,1987,48,64,3996407.0
Mumps,Alabama,1988,49,18,4007144.0
Mumps,Alabama,1989,50,30,4021358.0
Mumps,Alabama,1990,48,19,4040587.0
Mumps,Alabama,1991,47,14,4066003.0
Mumps,Alabama,1992,44,12,4097169.0
Mumps,Alabama,1993,49,22,4133242.0
Mumps,Alabama,1994,30,12,4173361.0
Mumps,Alabama,1995,49,2,4216645.0
Mumps,Alabama,1996,50,7,4262177.0
Mumps,Alabama,1997,47,8,4309007.0
Mumps,Alabama,1998,21,4,4356137.0
Mumps,Alabama,1999,44,11,4402529.0
Mumps,Alabama,2000,48,4,4447100.0
Mumps,Alabama,2001,0,0,4488959.0
Mumps,Alabama,2002,46,2,4528129.0
Mumps,Alabama,2003,0,0,4564878.0
Mumps,Alaska,1968,52,718,284068.0
Mumps,Alaska,1969,41,920,292136.0
Mumps,Alaska,1970,50,290,300382.0
Mumps,Alaska,1971,47,93,308810.0
Mumps,Alaska,1972,49,255,317458.0
Mumps,Alaska,1973,51,872,326376.0
Mumps,Alaska,1974,49,149,335621.0
Mumps,Alaska,1975,51,52,345253.0
Mumps,Alaska,1976,49,38,355341.0
Mumps,Alaska,1977,51,34,365958.0
Mumps,Alaska,1978,48,15,377187.0
Mumps,Alaska,1979,46,15,389118.0
Mumps,Alaska,1980,48,16,401851.0
Mumps,Alaska,1981,44,19,415458.0
Mumps,Alaska,1982,47,18,429850.0
Mumps,Alaska,1983,48,16,444879.0
Mumps,Alaska,1984,48,17,460375.0
Mumps,Alaska,1985,49,10,476138.0
Mumps,Alaska,1986,45,10,491942.0
Mumps,Alaska,1987,43,8,507531.0
Mumps,Alaska,1988,50,14,522622.0
Mumps,Alaska,1989,30,1,536903.0
Mumps,Alaska,1990,19,4,550043.0
Mumps,Alaska,1991,47,15,561769.0
Mumps,Alaska,1992,30,3,572122.0
Mumps,Alaska,1993,48,11,581250.0
Mumps,Alaska,1994,49,4,589317.0
Mumps,Alaska,1995,47,12,596513.0
Mumps,Alaska,1996,48,3,603039.0
Mumps,Alaska,1997,42,4,609112.0
Mumps,Alaska,1998,46,2,614959.0
Mumps,Alaska,1999,47,3,620817.0
Mumps,Alaska,2000,38,8,626932.0
Mumps,Alaska,2001,40,1,633510.0
Mumps,Alaska,2002,0,0,640570.0
Mumps,Alaska,2003,0,0,648078.0
Mumps,Arizona,1968,50,2014,1661517.0
Mumps,Arizona,1969,49,2101,1712707.0
Mumps,Arizona,1970,50,987,1770900.0
Mumps,Arizona,1971,51,1245,1837891.0
Mumps,Arizona,1972,50,976,1913632.0
Mumps,Arizona,1973,49,164,1997501.0
Mumps,Arizona,1974,0,0,2088732.0
Mumps,Arizona,1975,0,0,2186365.0
Mumps,Arizona,1976,0,0,2289201.0
Mumps,Arizona,1977,0,0,2395761.0
Mumps,Arizona,1978,45,27,2504256.0
Mumps,Arizona,1979,50,65,2612561.0
Mumps,Arizona,1980,50,43,2718215.0
Mumps,Arizona,1981,47,38,2819039.0
Mumps,Arizona,1982,51,63,2915148.0
Mumps,Arizona,1983,48,90,3007444.0
Mumps,Arizona,1984,51,203,3097045.0
Mumps,Arizona,1985,51,124,3185267.0
Mumps,Arizona,1986,50,201,3273618.0
Mumps,Arizona,1987,50,189,3363792.0
Mumps,Arizona,1988,51,141,3457679.0
Mumps,Arizona,1989,51,130,3557380.0
Mumps,Arizona,1990,49,123,3665228.0
Mumps,Arizona,1991,46,137,3783229.0
Mumps,Arizona,1992,45,60,3911122.0
Mumps,Arizona,1993,47,21,4047937.0
Mumps,Arizona,1994,32,96,4192532.0
Mumps,Arizona,1995,44,6,4343559.0
Mumps,Arizona,1996,43,1,4499438.0
Mumps,Arizona,1997,33,33,4658333.0
Mumps,Arizona,1998,47,6,4818136.0
Mumps,Arizona,1999,13,8,4976457.0
Mumps,Arizona,2000,33,6,5130632.0
Mumps,Arizona,2001,30,1,5278300.0
Mumps,Arizona,2002,23,0,5419266.0
Mumps,Arizona,2003,0,0,5554021.0
Mumps,Arkansas,1968,13,19,1867112.0
Mumps,Arkansas,1969,17,89,1893248.0
Mumps,Arkansas,1970,46,156,1923295.0
Mumps,Arkansas,1971,49,158,1957252.0
Mumps,Arkansas,1972,48,217,1994452.0
Mumps,Arkansas,1973,51,337,2034009.0
Mumps,Arkansas,1974,49,184,2074967.0
Mumps,Arkansas,1975,52,185,2116289.0
Mumps,Arkansas,1976,49,81,2156856.0
Mumps,Arkansas,1977,45,151,2195463.0
Mumps,Arkansas,1978,50,629,2230829.0
Mumps,Arkansas,1979,51,641,2261613.0
Mumps,Arkansas,1980,49,25,2286435.0
Mumps,Arkansas,1981,25,7,2304331.0
Mumps,Arkansas,1982,49,8,2316088.0
Mumps,Arkansas,1983,49,2,2322996.0
Mumps,Arkansas,1984,44,8,2326399.0
Mumps,Arkansas,1985,51,7,2327671.0
Mumps,Arkansas,1986,47,184,2328197.0
Mumps,Arkansas,1987,45,289,2329366.0
Mumps,Arkansas,1988,47,136,2332569.0
Mumps,Arkansas,1989,51,204,2339212.0
Mumps,Arkansas,1990,50,138,2350725.0
Mumps,Arkansas,1991,44,44,2368201.0
Mumps,Arkansas,1992,45,8,2391223.0
Mumps,Arkansas,1993,44,4,2418991.0
Mumps,Arkansas,1994,26,5,2450696.0
Mumps,Arkansas,1995,34,10,2485501.0
Mumps,Arkansas,1996,15,1,2522529.0
Mumps,Arkansas,1997,19,0,2560848.0
Mumps,Arkansas,1998,20,9,2599475.0
Mumps,Arkansas,1999,0,0,2637361.0
Mumps,Arkansas,2000,41,5,2673400.0
Mumps,Arkansas,2001,40,1,2706668.0
Mumps,Arkansas,2002,0,0,2737163.0
Mumps,Arkansas,2003,0,0,2765142.0
Mumps,California,1968,51,16895,19219725.0
Mumps,California,1969,51,8016,19593348.0
Mumps,California,1970,51,6225,19953134.0
Mumps,California,1971,51,7505,20300216.0
Mumps,California,1972,50,7108,20638390.0
Mumps,California,1973,51,5672,20972407.0
Mumps,California,1974,50,2494,21307362.0
Mumps,California,1975,52,3728,21648695.0
Mumps,California,1976,52,1768,22002198.0
Mumps,California,1977,50,831,22374038.0
Mumps,California,1978,52,527,22770801.0
Mumps,California,1979,52,449,23199549.0
Mumps,California,1980,51,407,23667902.0
Mumps,California,1981,49,402,24181703.0
Mumps,California,1982,51,413,24737390.0
Mumps,California,1983,50,306,25328529.0
Mumps,California,1984,51,360,25948031.0
Mumps,California,1985,52,382,26588046.0
Mumps,California,1986,51,291,27239883.0
Mumps,California,1987,50,347,27893955.0
Mumps,California,1988,51,430,28539754.0
Mumps,California,1989,51,361,29165865.0
Mumps,California,1990,50,484,29760021.0
Mumps,California,1991,49,389,30311890.0
Mumps,California,1992,49,216,30821629.0
Mumps,California,1993,50,165,31292538.0
Mumps,California,1994,49,143,31728420.0
Mumps,California,1995,51,205,32133526.0
Mumps,California,1996,48,102,32512506.0
Mumps,California,1997,49,115,32870358.0
Mumps,California,1998,46,64,33212395.0
Mumps,California,1999,49,54,33544208.0
Mumps,California,2000,50,63,33871648.0
Mumps,California,2001,49,37,34199784.0
Mumps,California,2002,49,66,34529758.0
Mumps,California,2003,0,0,34861711.0
